Species	Ensembl ID	Gene Name	Log2FC	FDR
Pig	ENSSSCG00000023396	LIX1	1.24522	5.90153E-08
Pig	ENSSSCG00000012482	SRPX2	1.24507	0.0404598
Pig	ENSSSCG00000026995	NA	1.24355	1.366E-23
Pig	ENSSSCG00000016868	ANXA2R	1.2422	1.93826E-18
Pig	ENSSSCG00000013303	ABTB2	1.2392	7.57687E-06
Pig	ENSSSCG00000028635	NA	1.2391	3.13067E-25
Pig	ENSSSCG00000004149	NHSL1	1.2387	0.00964126
Pig	ENSSSCG00000002509	CCNK	1.23096	8.15051E-21
Pig	ENSSSCG00000028983	NA	1.2283	7.13973E-16
Pig	ENSSSCG00000011298	CDCP1	1.2245	2.27857E-10
Pig	ENSSSCG00000008374	NA	1.22449	1.06402E-08
Pig	ENSSSCG00000009702	FBXO8	1.22287	4.32674E-23
Pig	ENSSSCG00000021791	SENP7	1.21647	5.37489E-14
Pig	ENSSSCG00000015014	ZC3H12C	1.21533	1.14629E-07
Pig	ENSSSCG00000013599	ANGPTL4	1.21332	1.31533E-23
Pig	ENSSSCG00000029790	PCYOX1	1.21186	2.61073E-29
Pig	ENSSSCG00000010433	SGMS1	1.21127	9.58808E-16
Pig	ENSSSCG00000024602	NA	1.21108	1.5395E-14
Pig	ENSSSCG00000025850	HIPK2	1.21072	1.70838E-09
Pig	ENSSSCG00000009348	NA	1.21047	1.06248E-27
Pig	ENSSSCG00000017277	PECAM1	1.21039	3.77097E-22
Pig	ENSSSCG00000006169	ZFHX4	1.2067	0.000282236
Pig	ENSSSCG00000012591	AMOT	1.20535	1.42501E-13
Pig	ENSSSCG00000028517	SC5D	1.20382	1.77879E-20
Pig	ENSSSCG00000009806	SETD1B	1.20259	3.64758E-24
Pig	ENSSSCG00000008479	NA	1.20253	2.78154E-24
Pig	ENSSSCG00000007818	KDM8	1.1987	1.9694E-21
Pig	ENSSSCG00000009778	RILPL2	1.19855	1.56256E-12
Pig	ENSSSCG00000007618	ZNF789	1.1975	1.62257E-24
Pig	ENSSSCG00000025551	NA	1.19714	2.92995E-17
Pig	ENSSSCG00000008773	NA	1.19713	4.50242E-25
Pig	ENSSSCG00000008562	SLC35F6	1.19498	2.7159E-19
Pig	ENSSSCG00000023053	LRP10	1.19341	2.39013E-28
Pig	ENSSSCG00000029708	SLC25A38	1.19174	2.28015E-19
Pig	ENSSSCG00000016101	CFLAR	1.19076	1.94049E-18
Pig	ENSSSCG00000011317	FYCO1	1.18939	1.61536E-24
Pig	ENSSSCG00000011495	PRICKLE2	1.18807	2.38925E-06
Pig	ENSSSCG00000011030	CUBN	1.18689	1.56897E-09
Pig	ENSSSCG00000005288	TLE4	1.1838	9.06278E-21
Pig	ENSSSCG00000006891	GCLM	1.18319	2.50139E-30
Pig	ENSSSCG00000023914	NA	1.18235	1.49683E-16
Pig	ENSSSCG00000001395	MIC-1	1.18226	0.000149157
Pig	ENSSSCG00000029075	NA	1.17988	2.02412E-05
Pig	ENSSSCG00000010491	NA	1.179	6.1356E-20
Pig	ENSSSCG00000030635	NA	1.17515	1.33454E-06
Pig	ENSSSCG00000025060	MRPL32	1.17505	3.95854E-32
Pig	ENSSSCG00000016348	NA	1.17159	8.35972E-14
Pig	ENSSSCG00000010469	MARCH5	1.17144	5.01472E-30
Pig	ENSSSCG00000014971	NA	1.17046	7.65768E-07
Pig	ENSSSCG00000003005	AXL	1.1694	1.99112E-28
Pig	ENSSSCG00000024989	NA	1.16926	2.28846E-06
Pig	ENSSSCG00000021464	SOAT1	1.1691	1.86655E-24
Pig	ENSSSCG00000011810	NA	1.16838	0.000157349
Pig	ENSSSCG00000006325	MGST3	1.16634	3.60964E-12
Pig	ENSSSCG00000029645	IGF2BP3	1.16586	3.90869E-07
Pig	ENSSSCG00000008368	UGP2	1.16376	8.09219E-13
Pig	ENSSSCG00000010459	HTR7	1.16363	0.000144483
Pig	ENSSSCG00000016996	NA	1.16063	1.13095E-22
Pig	ENSSSCG00000026759	HMOX1	1.15813	6.27146E-28
Pig	ENSSSCG00000017690	DHRS11	1.15723	1.10816E-29
Pig	ENSSSCG00000000608	NA	1.15568	1.20686E-13
Pig	ENSSSCG00000008199	NA	1.15252	0.000150168
Pig	ENSSSCG00000011972	FILIP1L	1.1514	3.45067E-26
Pig	ENSSSCG00000029811	PLCL2	1.15088	3.28531E-19
Pig	ENSSSCG00000025389	NA	1.14945	2.75579E-25
Pig	ENSSSCG00000025757	NA	1.14875	4.10053E-07
Pig	ENSSSCG00000010540	ENTPD7	1.14848	5.34977E-17
Pig	ENSSSCG00000001549	NA	1.1472	3.5242E-23
Pig	ENSSSCG00000004976	LRRC49	1.14449	0.000112886
Pig	ENSSSCG00000026625	PTK2	1.14184	2.34471E-06
Pig	ENSSSCG00000003780	CRYZ	1.14151	9.13349E-11
Pig	ENSSSCG00000006511	RUSC1	1.13971	1.21077E-16
Pig	ENSSSCG00000023306	ELMO2	1.13852	1.11721E-09
Pig	ENSSSCG00000016062	NABP1	1.13673	2.90209E-08
Pig	ENSSSCG00000021761	UBAP1	1.13664	7.77664E-16
Pig	ENSSSCG00000011877	CD86	1.13509	7.45684E-22
Pig	ENSSSCG00000016285	ECEL1	1.13386	0.00760032
Pig	ENSSSCG00000026169	MFSD12	1.13318	1.6505E-20
Pig	ENSSSCG00000026385	MAML2	1.12983	1.3407E-06
Pig	ENSSSCG00000001075	DEK	1.12699	4.34716E-29
Pig	ENSSSCG00000025729	IRS1	1.12607	1.19486E-08
Pig	ENSSSCG00000010448	FAS	1.12581	1.535E-14
Pig	ENSSSCG00000011357	SHISA5	1.12415	2.39328E-17
Pig	ENSSSCG00000002517	WDR25	1.12311	9.29012E-09
Pig	ENSSSCG00000026492	NA	1.12219	0.00134632
Pig	ENSSSCG00000006645	SETDB1	1.12175	1.62457E-28
Pig	ENSSSCG00000004457	DOPEY1	1.12115	2.80728E-12
Pig	ENSSSCG00000010986	NA	1.11872	1.79005E-10
Pig	ENSSSCG00000030996	XBP1	1.11662	4.10882E-16
Pig	ENSSSCG00000001134	NA	1.11584	0.00061288
Pig	ENSSSCG00000000402	RBMS2	1.11454	2.71848E-16
Pig	ENSSSCG00000009040	SMAD1	1.11414	3.17404E-17
Pig	ENSSSCG00000001532	UHRF1BP1	1.11281	7.65192E-24
Pig	ENSSSCG00000023133	OSBPL6	1.11257	1.31923E-22
Pig	ENSSSCG00000009807	RHOF	1.11044	0.000280836
Pig	ENSSSCG00000017072	GALNT10	1.1079	4.16396E-15
Pig	ENSSSCG00000023991	RIT1	1.10781	2.93052E-06
Pig	ENSSSCG00000002254	NR2F2	1.10686	1.98746E-08
Pig	ENSSSCG00000030241	NA	1.10623	1.98176E-16
Pig	ENSSSCG00000005095	PRKCH	1.10577	0.00091754
Pig	ENSSSCG00000017263	GNA13	1.10446	7.55492E-16
Pig	ENSSSCG00000030136	HS3ST3B1	1.10326	0.00333507
Pig	ENSSSCG00000001788	STARD5	1.10261	4.75268E-12
Pig	ENSSSCG00000010998	B4GALT1	1.10152	1.80685E-13
Pig	ENSSSCG00000024585	ACTRT3	1.09955	2.40922E-06
Pig	ENSSSCG00000014103	SCAMP1	1.09903	1.08887E-15
Pig	ENSSSCG00000008347	FBXO48	1.09556	1.91062E-06
Pig	ENSSSCG00000007232	DUSP15	1.09485	2.39935E-08
Pig	ENSSSCG00000012203	TAB3	1.09446	2.87023E-16
Pig	ENSSSCG00000011414	CISH	1.09186	2.70211E-05
Pig	ENSSSCG00000026389	SYNJ2BP	1.09095	1.57163E-24
Pig	ENSSSCG00000024633	JAKMIP3	1.08738	0.000678093
Pig	ENSSSCG00000004765	RMDN3	1.08389	1.68559E-13
Pig	ENSSSCG00000012627	AKAP17A	1.0831	0.00579119
Pig	ENSSSCG00000015816	LETM2	1.08175	1.51645E-05
Pig	ENSSSCG00000026383	NRP2	1.08066	1.07721E-06
Pig	ENSSSCG00000026146	GALNT5	1.07923	1.76053E-10
Pig	ENSSSCG00000004529	POLI	1.07841	5.25966E-08
Pig	ENSSSCG00000009850	TAOK3	1.07814	4.70503E-20
Pig	ENSSSCG00000010676	NA	1.07812	7.70635E-09
Pig	ENSSSCG00000017217	KCTD2	1.07776	1.51508E-18
Pig	ENSSSCG00000026570	SNAI2	1.07693	1.4956E-06
Pig	ENSSSCG00000007000	FAT1	1.07255	1.77825E-10
Pig	ENSSSCG00000030727	CD47	1.07164	3.93297E-11
Pig	ENSSSCG00000030641	NA	1.07122	4.86581E-13
Pig	ENSSSCG00000016611	CADPS2	1.06939	1.44253E-17
Pig	ENSSSCG00000009029	ARHGAP10	1.06644	4.03147E-14
Pig	ENSSSCG00000030180	NA	1.06502	3.53073E-05
Pig	ENSSSCG00000009131	PITX2	1.06484	2.22449E-05
Pig	ENSSSCG00000025698	SERPINE1	1.0638	5.65129E-15
Pig	ENSSSCG00000012642	STAG2	1.06315	3.00211E-27
Pig	ENSSSCG00000011197	OXNAD1	1.0625	7.55385E-20
Pig	ENSSSCG00000006092	C8orf37	1.06165	1.3331E-14
Pig	ENSSSCG00000000078	TNRC6B	1.06158	5.03061E-13
Pig	ENSSSCG00000006830	PSMA5	1.06094	8.89431E-13
Pig	ENSSSCG00000024626	TNFAIP1	1.06024	2.11304E-20
Pig	ENSSSCG00000027734	TNRC6C	1.06022	6.49708E-09
Pig	ENSSSCG00000027472	GCA	1.05942	5.46559E-06
Pig	ENSSSCG00000000560	LYRM5	1.05811	8.49661E-07
Pig	ENSSSCG00000011725	NA	1.05563	7.67147E-12
Pig	ENSSSCG00000015413	FGL2	1.05526	0.00305429
Pig	ENSSSCG00000000449	NA	1.0544	4.401E-10
Pig	ENSSSCG00000004337	MANEA	1.05332	2.71033E-13
Pig	ENSSSCG00000017791	SSH2	1.0529	3.76072E-16
Pig	ENSSSCG00000013731	DNASE2	1.05199	1.22509E-20
Pig	ENSSSCG00000009028	NA	1.04806	5.04347E-10
Pig	ENSSSCG00000009408	LRCH1	1.04778	5.40629E-06
Pig	ENSSSCG00000025956	NA	1.04748	0.0306139
Pig	ENSSSCG00000017333	FMNL1	1.04633	3.76252E-06
Pig	ENSSSCG00000012309	NA	1.04493	0.00359775
Pig	ENSSSCG00000016507	NA	1.04382	0.00016249
Pig	ENSSSCG00000008159	IL1RL1	1.04352	5.80848E-06
Pig	ENSSSCG00000013590	CTXN1	1.04278	0.000255637
Pig	ENSSSCG00000021732	CRYBG3	1.04128	5.91132E-12
Pig	ENSSSCG00000030096	NA	1.03899	0.00583672
Pig	ENSSSCG00000030663	SERPINB9	1.03807	4.05871E-05
Pig	ENSSSCG00000003079	PVR	1.03633	7.22717E-16
Pig	ENSSSCG00000017109	ADAMTS16	1.03632	0.0013039
Pig	ENSSSCG00000024711	NA	1.0359	1.43039E-18
Pig	ENSSSCG00000009947	CMKLR1	1.03562	0.000440814
Pig	ENSSSCG00000011946	ALCAM	1.03306	3.32791E-05
Pig	ENSSSCG00000008835	RASL11B	1.03246	0.0448333
Pig	ENSSSCG00000009852	VSIG10	1.03236	1.39559E-10
Pig	ENSSSCG00000012569	ATG4A	1.03174	1.30616E-12
Pig	ENSSSCG00000026733	NA	1.02862	7.336E-09
Pig	ENSSSCG00000007812	XPO6	1.02551	5.81604E-22
Pig	ENSSSCG00000015322	TFPI2	1.02235	3.65948E-20
Pig	ENSSSCG00000000076	SGSM3	1.01986	7.512E-21
Pig	ENSSSCG00000028947	NA	1.01866	9.23502E-13
Pig	ENSSSCG00000027367	NA	1.01777	9.27336E-13
Pig	ENSSSCG00000006159	HEY1	1.01589	0.000125292
Pig	ENSSSCG00000002298	ZFYVE26	1.01422	4.06751E-09
Pig	ENSSSCG00000030888	FADD	1.01252	8.26078E-15
Pig	ENSSSCG00000028108	ASAP3	1.01069	4.27785E-11
Pig	ENSSSCG00000010511	LCOR	1.01064	0.0116599
Pig	ENSSSCG00000026264	HSPB11	1.00915	1.41297E-14
Pig	ENSSSCG00000009937	ACACB	1.00865	4.24931E-09
Pig	ENSSSCG00000001986	NFATC4	1.00834	1.59215E-25
Pig	ENSSSCG00000006079	HRSP12	1.00774	1.0432E-24
Pig	ENSSSCG00000013933	PBX4	1.00723	0.00274163
Pig	ENSSSCG00000015303	NA	1.00713	1.46908E-06
Pig	ENSSSCG00000014173	LNPEP	1.00648	1.65436E-11
Pig	ENSSSCG00000027564	LIN52	1.00612	4.99836E-17
Pig	ENSSSCG00000004114	ADGB	1.0061	0.000145531
Pig	ENSSSCG00000009384	INTS6	1.00507	2.87676E-26
Pig	ENSSSCG00000029438	NA	1.00414	1.93494E-12
Pig	ENSSSCG00000015786	NA	1.00258	9.95156E-09
Pig	ENSSSCG00000022924	NA	0.999522	6.97364E-06
Pig	ENSSSCG00000023593	NA	0.998543	4.02151E-08
Pig	ENSSSCG00000007355	TOP1	0.995255	1.16862E-16
Pig	ENSSSCG00000011559	IL17RC	0.995058	3.58391E-18
Pig	ENSSSCG00000030106	NA	0.993815	3.86464E-07
Pig	ENSSSCG00000015266	FMO4	0.991315	2.01736E-08
Pig	ENSSSCG00000026303	PROSER1	0.990602	4.11803E-07
Pig	ENSSSCG00000029979	NA	0.990213	0.000170295
Pig	ENSSSCG00000007830	RBBP6	0.989727	7.6598E-18
Pig	ENSSSCG00000017105	UBE2QL1	0.988603	2.5561E-10
Pig	ENSSSCG00000023949	PIM3	0.988473	0.000204122
Pig	ENSSSCG00000000551	ARNTL2	0.988423	2.74273E-10
Pig	ENSSSCG00000007458	NCOA3	0.98829	1.93054E-08
Pig	ENSSSCG00000021354	NA	0.987958	1.65812E-11
Pig	ENSSSCG00000017669	TUBD1	0.987886	1.00001E-07
Pig	ENSSSCG00000028033	NA	0.985526	2.01794E-21
Pig	ENSSSCG00000017073	FAM114A2	0.985212	1.21743E-24
Pig	ENSSSCG00000026655	PTPN13	0.983642	6.61434E-19
Pig	ENSSSCG00000022160	NA	0.98335	7.64935E-12
Pig	ENSSSCG00000006917	LRRC8C	0.98139	6.6962E-23
Pig	ENSSSCG00000003110	NA	0.981342	1.80322E-10
Pig	ENSSSCG00000001342	NA	0.981011	2.69213E-14
Pig	ENSSSCG00000003694	EMILIN2	0.980494	2.91798E-17
Pig	ENSSSCG00000025028	XIAP	0.979542	1.28426E-17
Pig	ENSSSCG00000011813	P3H2	0.978689	9.90122E-06
Pig	ENSSSCG00000007594	USP42	0.978559	0.000346181
Pig	ENSSSCG00000002709	NA	0.978382	1.63793E-09
Pig	ENSSSCG00000000232	ACVRL1	0.978317	1.87726E-12
Pig	ENSSSCG00000009397	CAB39L	0.977049	2.93624E-19
Pig	ENSSSCG00000009657	PPP2R2A	0.976738	1.38586E-18
Pig	ENSSSCG00000022958	ZC3H4	0.976552	3.06241E-17
Pig	ENSSSCG00000011411	TMEM115	0.976492	1.14251E-21
Pig	ENSSSCG00000011722	NA	0.976225	8.79629E-14
Pig	ENSSSCG00000028855	NA	0.975852	1.50197E-19
Pig	ENSSSCG00000011014	BAMBI	0.975715	1.30656E-09
Pig	ENSSSCG00000030269	B4GALNT2	0.975684	0.0275592
Pig	ENSSSCG00000006262	RGS20	0.975166	4.90452E-05
Pig	ENSSSCG00000022976	NA	0.973783	2.95357E-12
Pig	ENSSSCG00000007079	FLRT3	0.972514	2.14707E-12
Pig	ENSSSCG00000022208	TNFRSF1B	0.972402	1.36576E-21
Pig	ENSSSCG00000009853	WSB2	0.971706	3.01804E-22
Pig	ENSSSCG00000008362	SERTAD2	0.971312	3.16821E-08
Pig	ENSSSCG00000006369	F11R	0.971109	1.91535E-24
Pig	ENSSSCG00000030015	NA	0.967754	2.44062E-15
Pig	ENSSSCG00000004907	CCBE1	0.967547	4.35908E-21
Pig	ENSSSCG00000012938	RBM14-RBM4	0.967306	8.69996E-23
Pig	ENSSSCG00000024878	NA	0.965238	3.41535E-05
Pig	ENSSSCG00000015819	PLPP5	0.965134	2.77432E-09
Pig	ENSSSCG00000022714	NA	0.964223	8.10778E-12
Pig	ENSSSCG00000004971	NA	0.96304	3.39263E-05
Pig	ENSSSCG00000011687	C3orf58	0.96001	8.36418E-13
Pig	ENSSSCG00000017403	STAT3	0.95904	5.78647E-09
Pig	ENSSSCG00000000933	ALX1	0.958685	0.00300962
Pig	ENSSSCG00000011924	GTPBP8	0.958645	5.39079E-10
Pig	ENSSSCG00000026841	NA	0.958278	0.0179299
Pig	ENSSSCG00000014102	NA	0.957187	3.53935E-06
Pig	ENSSSCG00000011497	MAGI1	0.956012	5.18869E-08
Pig	ENSSSCG00000005110	SYNE2	0.955935	2.52099E-09
Pig	ENSSSCG00000007072	SPTLC3	0.954109	0.000202195
Pig	ENSSSCG00000028148	DMD	0.952539	6.37005E-07
Pig	ENSSSCG00000024917	NA	0.951758	1.4789E-22
Pig	ENSSSCG00000023972	DRAM1	0.950716	1.16207E-17
Pig	ENSSSCG00000011198	NA	0.949921	2.96268E-12
Pig	ENSSSCG00000015563	RGL1	0.947737	1.27232E-10
Pig	ENSSSCG00000016248	AGFG1	0.947662	1.2524E-19
Pig	ENSSSCG00000013988	IBA57	0.947347	3.97512E-15
Pig	ENSSSCG00000010280	C10orf54	0.947169	1.26634E-05
Pig	ENSSSCG00000004899	KIAA1468	0.946669	9.96349E-19
Pig	ENSSSCG00000015387	TRA2A	0.946348	1.01064E-15
Pig	ENSSSCG00000007808	NFATC2IP	0.945814	1.0145E-09
Pig	ENSSSCG00000024464	NA	0.945019	0.000234084
Pig	ENSSSCG00000024982	LITAF	0.942922	2.84956E-15
Pig	ENSSSCG00000029352	CCNL1	0.942394	4.1485E-21
Pig	ENSSSCG00000004600	CH242-58J12.2	0.941964	1.38898E-18
Pig	ENSSSCG00000017202	NA	0.941331	4.369E-15
Pig	ENSSSCG00000026351	NA	0.937686	3.8553E-08
Pig	ENSSSCG00000008942	DCK	0.936316	1.43516E-06
Pig	ENSSSCG00000005078	DAAM1	0.936035	1.05115E-05
Pig	ENSSSCG00000028063	TACC2	0.935201	0.00395701
Pig	ENSSSCG00000010835	AIDA	0.934685	5.22127E-19
Pig	ENSSSCG00000021823	NA	0.928809	4.1121E-08
Pig	ENSSSCG00000022048	REEP5	0.927641	1.79381E-14
Pig	ENSSSCG00000009794	MLXIP	0.927567	9.01986E-10
Pig	ENSSSCG00000009593	ROR2	0.92741	6.72534E-14
Pig	ENSSSCG00000003686	NA	0.927337	2.67554E-11
Pig	ENSSSCG00000016762	NA	0.927214	9.90248E-11
Pig	ENSSSCG00000011755	NCEH1	0.926038	2.82619E-16
Pig	ENSSSCG00000005072	PSMA3	0.924829	6.81949E-13
Pig	ENSSSCG00000004535	TCF4	0.924315	0.000116741
Pig	ENSSSCG00000009125	ANK2	0.921464	2.09777E-15
Pig	ENSSSCG00000006889	NA	0.915731	7.48298E-16
Pig	ENSSSCG00000000662	M6PR	0.915516	4.38746E-16
Pig	ENSSSCG00000027458	CDYL2	0.915462	0.00080475
Pig	ENSSSCG00000009209	NAP1L5	0.913517	0.000089156
Pig	ENSSSCG00000007004	INTS10	0.912841	1.96121E-13
Pig	ENSSSCG00000004972	NA	0.912191	0.000316682
Pig	ENSSSCG00000016230	EPHA4	0.91133	0.00172346
Pig	ENSSSCG00000010538	NKX2-3	0.91079	0.0042521
Pig	ENSSSCG00000023400	ZNF598	0.910648	3.64474E-18
Pig	ENSSSCG00000022765	NA	0.910585	0.000589189
Pig	ENSSSCG00000025613	NA	0.910227	9.54453E-13
Pig	ENSSSCG00000004745	RPAP1	0.909713	3.01493E-15
Pig	ENSSSCG00000003710	TTC39C	0.90846	3.7891E-14
Pig	ENSSSCG00000012604	LAMP2	0.908228	3.327E-17
Pig	ENSSSCG00000001582	MDGA1	0.906336	2.10949E-06
Pig	ENSSSCG00000021586	ZHX2	0.905602	6.61748E-12
Pig	ENSSSCG00000005510	PHF19	0.904505	1.29091E-09
Pig	ENSSSCG00000016050	INPP1	0.904487	8.25345E-16
Pig	ENSSSCG00000008588	FKBP1B	0.904081	2.09915E-06
Pig	ENSSSCG00000006309	CD247	0.904015	3.28507E-07
Pig	ENSSSCG00000003648	RRAGC	0.903371	1.23633E-11
Pig	ENSSSCG00000001469	SLA-DMB	0.903031	0.00294324
Pig	ENSSSCG00000014844	NA	0.902644	0.0430584
Pig	ENSSSCG00000006227	GGH	0.902138	5.91842E-10
Pig	ENSSSCG00000028979	NA	0.901118	2.38612E-05
Pig	ENSSSCG00000026062	NA	0.900619	7.92248E-06
Pig	ENSSSCG00000009367	NA	0.899282	1.92006E-11
Pig	ENSSSCG00000011004	TOPORS	0.899093	9.19935E-18
Pig	ENSSSCG00000011125	GATA3	0.897604	8.89665E-06
Pig	ENSSSCG00000016381	SNED1	0.89759	0.000197484
Pig	ENSSSCG00000030621	NA	0.896606	1.03521E-11
Pig	ENSSSCG00000014917	CCDC81	0.895451	0.000151978
Pig	ENSSSCG00000023578	ANG	0.894701	1.16081E-07
Pig	ENSSSCG00000004165	PDE7B	0.893714	0.000676233
Pig	ENSSSCG00000001835	ABHD2	0.893623	4.13904E-12
Pig	ENSSSCG00000012978	AP5B1	0.892282	1.05927E-08
Pig	ENSSSCG00000025343	ZNF628	0.890926	1.04912E-13
Pig	ENSSSCG00000027942	NA	0.890838	6.21456E-10
Pig	ENSSSCG00000025632	NA	0.890366	1.33156E-10
Pig	ENSSSCG00000030563	NA	0.889521	1.62449E-05
Pig	ENSSSCG00000022758	PECR	0.889364	1.33156E-10
Pig	ENSSSCG00000007484	ZNF217	0.889204	2.84474E-10
Pig	ENSSSCG00000009907	NA	0.888252	7.03191E-14
Pig	ENSSSCG00000007248	ASXL1	0.887101	3.45446E-17
Pig	ENSSSCG00000028230	NA	0.886818	3.18652E-13
Pig	ENSSSCG00000006900	NA	0.883985	1.38796E-09
Pig	ENSSSCG00000016809	DROSHA	0.883232	2.6605E-13
Pig	ENSSSCG00000009931	MVK	0.879235	0.00753804
Pig	ENSSSCG00000024493	HSD17B11	0.878991	1.82709E-11
Pig	ENSSSCG00000026721	RNASE4	0.878268	1.35572E-06
Pig	ENSSSCG00000021740	METTL21B	0.878073	2.72469E-07
Pig	ENSSSCG00000010831	DUSP10	0.877628	3.82009E-09
Pig	ENSSSCG00000010253	HK1	0.875363	4.92133E-09
Pig	ENSSSCG00000002703	TERF2IP	0.874069	1.22355E-18
Pig	ENSSSCG00000000406	PTGES3	0.873327	3.48113E-13
Pig	ENSSSCG00000009366	STOML3	0.873292	0.00181699
Pig	ENSSSCG00000008553	PREB	0.873227	5.42885E-20
Pig	ENSSSCG00000026491	NA	0.873167	0.00103951
Pig	ENSSSCG00000016872	HMGCS1	0.872484	3.75029E-18
Pig	ENSSSCG00000021902	GABRP	0.871344	4.67917E-09
Pig	ENSSSCG00000026106	TXNDC15	0.869864	1.2071E-17
Pig	ENSSSCG00000030413	PIK3CA	0.869165	6.3795E-12
Pig	ENSSSCG00000011047	FAM171A1	0.868348	9.44816E-20
Pig	ENSSSCG00000026949	METTL4	0.868254	0.00435666
Pig	ENSSSCG00000030601	NA	0.867658	4.45557E-14
Pig	ENSSSCG00000007023	KAT6A	0.866521	7.06344E-06
Pig	ENSSSCG00000025758	NA	0.864782	1.79528E-05
Pig	ENSSSCG00000010461	ANKRD1	0.86448	0.0176784
Pig	ENSSSCG00000017861	ASPA	0.862995	0.00967824
Pig	ENSSSCG00000006360	B4GALT3	0.862368	1.19613E-10
Pig	ENSSSCG00000009583	NA	0.862293	3.4887E-12
Pig	ENSSSCG00000015803	NA	0.861075	9.14657E-08
Pig	ENSSSCG00000010473	NA	0.859355	0.00842762
Pig	ENSSSCG00000022623	CDADC1	0.85727	9.34779E-14
Pig	ENSSSCG00000002003	NA	0.857083	2.10449E-14
Pig	ENSSSCG00000005012	ARF6	0.857031	2.27247E-13
Pig	ENSSSCG00000022533	NA	0.855868	0.00265829
Pig	ENSSSCG00000000901	FGD6	0.854575	0.00062117
Pig	ENSSSCG00000010854	TMEM63A	0.854469	1.3059E-17
Pig	ENSSSCG00000025922	NA	0.854408	0.00333816
Pig	ENSSSCG00000005267	ANXA1	0.853036	1.45028E-11
Pig	ENSSSCG00000016528	CNOT4	0.852917	1.32838E-13
Pig	ENSSSCG00000016706	HOXA2	0.852245	0.000172414
Pig	ENSSSCG00000027658	NA	0.851923	9.37097E-09
Pig	ENSSSCG00000006246	CHCHD7	0.851672	3.06783E-07
Pig	ENSSSCG00000006156	TPD52	0.850427	1.8098E-07
Pig	ENSSSCG00000008363	AFTPH	0.85036	1.65942E-10
Pig	ENSSSCG00000001826	CFAP100	0.850206	0.000382185
Pig	ENSSSCG00000004996	KLHL28	0.848041	6.88843E-09
Pig	ENSSSCG00000016974	MAP1B	0.846685	5.55463E-08
Pig	ENSSSCG00000021270	THAP2	0.84606	5.72428E-08
Pig	ENSSSCG00000006887	CNN3	0.84603	8.81114E-15
Pig	ENSSSCG00000008836	SCFD2	0.846018	6.29827E-11
Pig	ENSSSCG00000006822	GSTM2	0.844445	6.65084E-05
Pig	ENSSSCG00000022413	TIRAP	0.844263	8.13445E-09
Pig	ENSSSCG00000009224	NA	0.843446	2.19825E-06
Pig	ENSSSCG00000000806	SCAF11	0.841468	6.65322E-18
Pig	ENSSSCG00000023179	NA	0.839967	0.000143845
Pig	ENSSSCG00000028345	ZNF658	0.839041	0.00388212
Pig	ENSSSCG00000000217	RACGAP1	0.83724	5.55371E-11
Pig	ENSSSCG00000012676	MBNL3	0.835872	1.88173E-08
Pig	ENSSSCG00000002385	TGFB3	0.834833	0.00580856
Pig	ENSSSCG00000013264	NA	0.833845	3.92839E-05
Pig	ENSSSCG00000004117	RAB32	0.833541	4.27441E-14
Pig	ENSSSCG00000004626	TMOD3	0.833174	1.24769E-14
Pig	ENSSSCG00000011022	SVIL	0.832435	1.73188E-06
Pig	ENSSSCG00000005339	NA	0.831277	3.17235E-09
Pig	ENSSSCG00000026113	NA	0.830152	0.00132784
Pig	ENSSSCG00000004716	NA	0.829432	0.000186545
Pig	ENSSSCG00000002287	MPP5	0.829324	4.64403E-07
Pig	ENSSSCG00000030423	NA	0.828435	1.56616E-13
Pig	ENSSSCG00000009422	NA	0.827673	9.42233E-05
Pig	ENSSSCG00000009035	SLC10A7	0.82687	0.000121002
Pig	ENSSSCG00000015396	SEMA3D	0.826536	2.64562E-06
Pig	ENSSSCG00000005617	STXBP1	0.826373	0.0120165
Pig	ENSSSCG00000028299	NA	0.825269	0.00654334
Pig	ENSSSCG00000010513	C10orf12	0.823857	0.00480086
Pig	ENSSSCG00000017289	DDX42	0.823706	1.60113E-16
Pig	ENSSSCG00000001499	DST	0.823657	8.52306E-07
Pig	ENSSSCG00000012651	XPNPEP2	0.822829	0.00026238
Pig	ENSSSCG00000006955	GSDMD	0.821787	9.48167E-12
Pig	ENSSSCG00000016918	MAP3K1	0.821634	0.000731202
Pig	ENSSSCG00000014287	SHROOM1	0.820766	2.44755E-05
Pig	ENSSSCG00000026125	NA	0.820583	9.84241E-09
Pig	ENSSSCG00000001062	DTNBP1	0.820534	3.97235E-10
Pig	ENSSSCG00000005462	GNG10	0.819932	4.24085E-09
Pig	ENSSSCG00000000891	NA	0.819872	1.01075E-15
Pig	ENSSSCG00000028721	NA	0.819809	0.000298873
Pig	ENSSSCG00000016916	IL6ST	0.81946	7.55044E-13
Pig	ENSSSCG00000011746	SKIL	0.819242	1.33922E-13
Pig	ENSSSCG00000016678	NOD1	0.81884	1.68329E-05
Pig	ENSSSCG00000024866	NA	0.817821	4.72321E-12
Pig	ENSSSCG00000016018	FRZB	0.815158	2.30788E-08
Pig	ENSSSCG00000027742	NA	0.815034	0.00359705
Pig	ENSSSCG00000004958	NA	0.81191	1.9586E-08
Pig	ENSSSCG00000015826	PROSC	0.811155	3.46938E-10
Pig	ENSSSCG00000004948	SMAD6	0.809714	2.62897E-09
